N,tempo_cpu_ms_medio,tempo_cpu_ms_desvio,tempo_gpu_ms_medio,tempo_gpu_ms_desvio,speedup_medio
1000,0.00422,0.00017204650534085236,0.16809999999999997,0.0002449489742783203,0.025104104699583584
100000,0.32070000000000004,0.00080746516952746,0.20756000000000002,0.00032619012860599756,1.54509539410291
1000000,3.1626,0.0010677078252031632,0.33486,0.0002416609194718869,9.444543988532521
10000000,31.484199999999998,0.002856571371417049,0.5917000000000001,0.00014142135623729392,53.209734662835885
